title,content,author,category,published_date,page_url
Cecilia Dapaah Case: Witness confirms GH800K sale of 11-unit property to 5th accused,"A trader, Gloria Abrafi Asiedu Asamoa-Baah, has told the High Court in Accra that she sold her husbands 11-unit chamber-and-hall self-contained property at Budumburam to Christiana Achab, one of the seven persons standing trial for allegedly stealing funds from former Sanitation Minister Cecilia Abena Dapaah and her husband, for GH800,000.
Testifying as the 5th Prosecution Witness (PW5), Asamoa-Baah said the deal was concluded on the same day the agents had brought the purchaser, Christiana Achab, to meet her.
Two former house maids of the former Sanitation Minister, Cecilia Abena Dapaah  Patience Botwe and Sarah Agyei - together with five others, have been charged with 31 counts, including stealing.
Botwe, 18, and Agyei, 30, together with Benjamin Sowah, Malik Dauda, Christiana Achab, Job Pomary, and Yahaya Sumaila have all denied the various charges pressed against them  ranging from conspiracy to steal, stealing, dishonestly receiving, and money laundering.
According to her, the property belonged to her husband, and in 2018, he decided to put it up for sale. She contacted a friend, Kofi Asante, to help find an estate agent to secure a purchaser for the property.
The Witness (Asamoa-Baah) narrated that on January 27, 2023, she met with the agents, Gyasi and Emmanuel Appiah, and Christiana Achab, who was introduced as the person interested in purchasing the property.
We agreed on the amount of Eight Hundred Thousand Ghana Cedis (GH800,000) as the purchase price of the property, she said.
The 5th accused person made a complete payment of Eight Hundred Thousand Ghana Cedis (GH800,000) for the property into my account on the same day, she said, adding that she handed over the documents of the property to Achab after receiving the payment.
The 5th Witness, after her Cross-Examination on Thursday, November 13, 2025, has been discharged, with Prosecution set to call their 6th Witness on December 12, 2025.
Background
On November 8, a charge sheet was filed at the High Court, which proffered 31 counts, eight more than the 14 that were on the amended charge sheet, which was withdrawn on Wednesday, November 8, at the Circuit Court.
The 31 new counts comprise five counts of conspiracy, six counts of stealing, nine counts of dishonestly receiving, and 11 counts of money laundering.
Patience Botwe, 18, and seven others have been charged for allegedly stealing various sums of money, including 300,000 euros, and other properties.
The accused persons are Patience Botwe, 18, hairdresser, together with Sarah Agyei, 30, unemployed, Benjamin Sowah, 29, plumber, Malik Dauda, 34, unemployed, Christiana Achab, a trader, Job Pomary, a mechanic, and Yahaya Sumaila, Excavator operator.
El-Wak Tragedy: Watch Pusiga MP's remarks that caused a stir in Parliament",,Crime, 14 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Cecilia-Dapaah-Case-Witness-confirms-GH-800K-sale-of-11-unit-property-to-5th-accused-2009496
Court jails two Nigerians for attempting to acquire Ghana cards with false identities,"The Madina District Court II has sentenced two Nigerian nationals to 12 months imprisonment each for attempting to fraudulently obtain Ghana Cards using false identities, according to graphiconline.com report.
The convicts 20-year-old Ike Isaac, who also used the name Alex Kwesi Brown Appiah, and 24-year-old Emmanuel Innocent Egbe, alias Innocent Emmanuel Kodom were found guilty of providing false information to officials of the National Identification Authority (NIA) and possessing forged documents during the registration process.
The court, presided over by Susana Nyakotey, delivered the judgment on Friday, November 7, 2025, after a full trial.
Court remands 136 suspects arrested in connection with attack on NAIMOS, EPA officials and journalists
The two were convicted on charges of Providing False Information to National Identification Registration Officials, contrary to Section 40(1)(a) of the National Identity Register Act, 2008 (Act 750) and Possession of Forged Documents, contrary to Section 166 of the Criminal Offences Act, 1960 (Act 29).
Both men received 12 months imprisonment for providing false information and 13 months for possessing forged documents but the court ordered that the sentences run concurrently.
The judge further directed that the two be deported to Nigeria immediately after completing their custodial sentences.
They have since been transferred to the Nsawam Prisons Authority to begin serving their jail terms.
In a statement following the ruling, the NIA commended the Ghana Police Service, the Criminal Investigations Department (CID) unit attached to the Authority, and the Office of the Attorney-General for their collaboration in securing the convictions.
According to the NIA, the prosecution underscores its commitment to protecting the integrity of the Ghana Card, which serves as the countrys single most credible identity document for lawful residents.
This conviction reaffirms our commitment to safeguarding the integrity of the Ghana Card registration process. False information, impersonation, and the use of forged documents are serious criminal offences, the Authority stated.
The NIA assured the public that it will continue working with security and judicial agencies to detect, investigate and prosecute individuals who attempt to undermine the national identification system.
AM
President Mahama visits 37 Military Hospital to console El-Wak stampede victims
Chaos at El-Wak: Watch citizens recount harrowing experiences during GAF recruitment
Ghana Armed Forces gives details of stampede which led to the death of six people
Watch the promo to GhanaWeb's latest documentary, which uncovers the evolution of kayamata,' an exploitative practice fueled by love charms and manipulation, titled, The Dark Side of Kayamata,' below:
The wait is over! The GhanaWeb Excellence Awards 2025 is officially launched. Let's Celebrate impact, innovation and excellence across Ghana.
Who deserves to be honoured this year?
Nominate now 
https://ghanaweb.com/ghanaexcellenceawards/nominate",,Crime, 14 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Court-jails-two-Nigerians-for-attempting-to-acquire-Ghana-cards-with-false-identities-2009447
"Court grants GH150,000 bail to fabricator over alleged defilement","The Amasaman Circuit Court has granted bail to Kwadwo Nyarko, a 37-year-old aluminium fabricator over an alleged defilement involving a 14-year-old student.
He denied having carnal knowledge of the Junior High School pupil.
The Court, presided over by a relieving judge, granted bail in the sum of GH150,000.00 with three sureties, two of whom must provide proof of gainful employment with a monthly salary not less than GH2,000.00.
The judge considered that police investigations had been completed, the accused had a fixed place of abode, was not a flight risk, and the offence was bailable.
The prosecution was directed to provide disclosure to the accused by December 11, 2025, the next adjourned date.
Police Chief Inspector Richard Benjamin Arthur, led by Assistant Superintendent of Police Dora Amooh, said the complainant is the victims aunt.
He told the Court that the victim lived with her aunt and family at Adjen-Kotoku, sharing a room with her cousins, while her aunt and husband occupied a separate room.
On November 3, 2025, at about 0600 hours, the complainant discovered the victim had not slept at home.
She was informed that the victim had gone to fetch water the previous night around 2100 hours but did not return.
Later, the victim returned and initially claimed she had slept at a friends house.
Upon further questioning, she disclosed that she had spent the night in the accuseds room.
The complainant then escorted the victim to Nyarkos residence, where he was confronted and subsequently arrested.
A police medical form was issued for the victim to undergo examination, but the form had not been returned.
The investigator informed the Court that the delay was due to financial constraints faced by the complainant, who could not afford the medical costs.",,Crime, 14 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Court-grants-GH-150-000-bail-to-fabricator-over-alleged-defilement-2009431
Two friends remanded in custody for stealing two cars,"The Asante Akropong District court in the Atwima Nwabiagya north district, has remanded two friends into prison custody for allegedly stealing two Urvan buses at Akropong and Atwima Koforidua.
The plea of Michael Ofosu, a 24-year-old conductor and Grace Baidoo, a 21-year-old Mobile Money vendor was not taken and they would reappear before the court on November 26, this year.
Police Detective Inspector Alexander Agbekpornu prosecuting, told the court presided by Emmanuel Wiafe Adu that, the vehicles belonged to two different complainants.
He said, in the first week of October this year, complainant, Samuel Kankam reported to the Akropong police that his Nissan Urvan bus with registration number GT 7940-Q valued at GHC 90,000, had been stolen from the Akropong  Goil filling station.
He said, within the same week, complainant Gideon Addo also reported the theft of his Nissan Urvan vehicle with registration number AS 8321-19 valued at GH 130,000 at Atwima Koforidua, and the police started tracking investigations.
According to the prosecution, the mobile numbers of the accused persons cropped up and when the complainant contacted them, they admitted keeping the vehicles and demanded money before the release of the vehicles.
Prosecution said, on November 10, 2025, they were arrested from their hideouts at Akitibobom near Mamponteng in the Kwabere East Municipality upon intelligence.
Prosecution told the court that one of the vehicles had been retrieved at Mamponteng and investigations were continuing into the matter.",,Crime, 14 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Two-friends-remanded-in-custody-for-stealing-two-cars-2009430
Police arrest 4 over murder of chief at Tanoso,"The
Ghana Police Service
has announced that four individuals have been arrested in connection with the murder of the Akwamuhene of Tanoso in the Bono East Region.
The news was contained in a statement issued on Thursday, November 13, 2025, by the Criminal Investigation Department (CID).
Father and son convicted to a fine for stealing and assault
The
Ghana Police Service
has arrested four suspects in connection with the murder of the Akwamuhene of Tanoso in the Bono East Region.""
""The suspects include Issifu Addae, alias Akwasi Addae; Stephen Gyamfi; Augustine Arhinful; and Martha Mansah"", it noted.
The police further noted that, Four other suspects have been named as persons of interest and are being pursued by police.
Refuse collector jailed 10 years for attempting to rob US diplomat with a toy gun
According to the CID, Preliminary investigations indicate that the deceased was destooled as the Akwamuhene of Tanoso but he reportedly rejected the decision and engaged the family in multiple litigations and disputes.
The Police also confirmed that, The four suspects are currently in police custody assisting investigations, adding that efforts have been intensified to track down the remaining suspects to face the full rigours of the law.
Read the full statement below:
PRESS RELEASE:
POLICE ARREST FOUR SUSPECTS IN CONNECTION WITH THE MURDER OF A CHIEF AT TANOSO
pic.twitter.com/52aMmN2mlD

Ghana Police Service
(@GhPoliceService)
November 13, 2025
JKB/JE
Family of late Samuel Aboagye drags widow to court over refusal to conduct DNA test on child",,Crime, 13 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-arrest-4-over-murder-of-chief-at-Tanoso-2009322
Woman suspected of lacing local drinks with cannabis appears in court,"A 45-year-old businesswoman has appeared before an Accra Circuit Court for allegedly producing and selling local drinks suspected to be laced with cannabis at Taifa in Accra.
The accused, Millicent Asamoah Ampofo, is facing a charge of unlawful control of a narcotic drug.
The court heard that during an intelligence-led operation on November 5, 2025, personnel from the Criminal Investigations Department arrested Millicent at her drinking spot at Taifa.
A search of the premises led to the retrieval of 47 plastic bottles of sobolo, 20 bottles of mango drink, 23 bottles of unidentified liquid substances, and a blue mini drum containing liquid substances.
Also found were two plastic containers of dried plant material, two rubber bags containing powdery substances and 180 pieces of hard brown toffees.
All items are suspected to contain cannabis.
The prosecution said Millicent admitted ownership of the items during her caution statement and mentioned a supplier identified only as Richard, based in Accra.
She said she prepared and sold the drinks and toffees, pricing the sobolo at GH5.00 per bottle, the mango drink at GH20.00, and the toffees at GH5.00 each.
Her plea was not taken because the suspected substances have been forwarded to the Police Forensic Science Laboratory for examination.
The prosecution did not oppose bail but requested conditions to ensure her attendance in court.
The presiding judge, Kwabena Kodua Obiri-Yeboah, admitted her to bail in the sum of GH50,000 with one surety, and ordered the prosecution to file disclosures.
Efforts are underway to arrest the said Richard.",,Crime, 13 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Woman-suspected-of-lacing-local-drinks-with-cannabis-appears-in-court-2009255
Father and son convicted to a fine for stealing and assault,"The Asokore-Mampong district court in the Asokore-Mampong Municipality in Ashanti Region, has fined a father and his son GHc 2,400.00 each, for stealing a fowl, damaging the mobile phone and assaulting the owner of the fowl.
Kingsley Kofi Kumi, 54 years and Kingsley Abeka, the 20-year-old son, who is a trader, pleaded not guilty to the charges of causing unlawful damage, assault and stealing, but were convicted after full trial.
They would serve two months imprisonment each, in default of the fine and were also ordered to compensate the complainant, Jennifer Sarpong with GHc 2,000.00 cash.
Police Chief Inspector David Opoku Kwabi presenting the facts of the case to the court presided by Mrs Hilder Esther Wryter, said the complainant was a trader who shared a common fence wall with the convicts at Buokrom Limex quarry, near Asokore-Mampong.
He said on March 25, 2024, at about 11hours, Kingsley Kofi Kumi, the father, went to the complainants drinking spot and told her that his son, Abeka had slaughtered her fowl so she should come and collect it from their house.
The complainant however, disagreed and demanded payment for the fowl valued at GHc 70.00, by Abeka.
Prosecution explained that Abeka, who was standing nearby, heard the complainants demand and picked a quarrel with her.
According to the prosecution, the complainant picked her Samsung Galaxy A22 mobile phone and attempted to take a video of Abekas action but the father rushed on her, took the phone valued at GHc 2,500.00, hit it on the ground and stepped on it.
He again dragged the complainant into a gutter, held her braided hair and together with his son, assaulted her.
According to the Prosecution, people around the community separated them and a report was made to the Buokrom police so they were arrested.
In their caution statements, they denied stealing, assault and causing damage and stated that the complainants mobile phone fell into the gutter and got damaged after she attempted to take videos.",,Crime, 12 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Father-and-son-convicted-to-a-fine-for-stealing-and-assault-2009083
Refuse collector jailed 10 years for attempting to rob US diplomat with a toy gun,"A refuse collector who attempted to rob a diplomat of his iPhone 16 Pro Max and iPhone 8 mobile phones at Cantonments has been sentenced to 10 years imprisonment by an Accra Circuit Court.
The convict, Joshua Aminu, was charged with two counts of attempt to commit robbery. He pleaded guilty to the offences.
Aminu committed the offence with a toy gun on September 26, 2025.
He pleaded for leniency, but the court, presided over by Jojo Hagan, convicted him on his own plea and sentenced him to 10 years imprisonment on each count.
The sentences are to run concurrently.
The court noted that although Aminu did not waste the courts time by pleading guilty, the sentence was necessary considering the prevalence of robbery in the country.
He has 30 days to appeal the sentence.
The prosecution said the complainant was a scientist and diplomat with the United States Embassy, residing at Cantonments in Accra, while the convict lived around the Konkomba Market area.
On September 26, between 5:00 p.m. and 5:30 p.m., the complainant, Mr. John Kiona, was taking a walk around the American Embassy enclave when Aminu confronted him and demanded that he handed over his valuables.
They included an iPhone 16 Pro Max, valued at GH18,500, and an iPhone 8, valued at GH16,500.
The complainant grabbed Aminus hand together with the gun and struggled with him until the gun broke, revealing it was a toy. Aminu then fled the scene.
The complainant alerted security personnel, leading to Aminus arrest.
A search of his brown backpack revealed two kitchen knives.
He was handed over to the police along with the broken toy gun and the knives.",,Crime, 12 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Refuse-collector-jailed-10-years-for-attempting-to-rob-US-diplomat-with-a-toy-gun-2009082
11-year-old pupil suffers severe bruises after alleged caning by teacher,"An 11-year-old pupil has reportedly suffered severe bruises after being caned by a teacher at El-Shaddai International School in Accra.
The news was shared on X by The State News on Tuesday, November 11, 2025.
The post stated, An 11-year-old pupil of El-Shaddai International School, located in Mabey between Agbogba and Haatso in Accra, has been left with severe bruises after reportedly being mercilessly caned by a teacher.
Nursery child crashes to death, two injured in Adugyama timber truck accident
According to the post, the incident occurred after the boy picked up rubbish that a teacher, identified as Iddrisu, had thrown on the ground and placed it under his desk.
The mother claims that Iddrisu became enraged by the boys actions and threatened to beat him until he needed an ambulance. Another teacher reportedly intervened and rescued Sylanus before the situation escalated further, the post added.
Truck runs over 5 pupils
Although the matter has been reported to the police, the boys mother alleges that no action has yet been taken and that the teacher in question continues to teach at the school.
Meanwhile, the incident is currently under investigation by the authorities.
See the post below:
An 11-year-old pupil of El-Shaddai International School, located in Mabey between Agbogba and Haatso in Accra, has been left with severe bruises after reportedly being mercilessly caned by a teacher.
The student, Sylanus Opoku Gyimah, sustained injuries to his back, buttocks,...
pic.twitter.com/RX5DMlrzRF
 THE STATE NEWS (@THESTATENEWSS)
November 11, 2025
JKB/MA
Abena Osei Asare breaks silence on her 'showdown' with DVLA boss at PAC sitting",,Crime, 11 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/11-year-old-pupil-suffers-severe-bruises-after-alleged-caning-by-teacher-2009047
'Hit-and-run' driver injured in collision while fleeing scene,"A driver has been involved in a serious accident at Aputuogya in the Ashanti Region, leaving two individuals battling for their lives after being struck.
According to eyewitnesses, the suspect, a female driver, initially knocked down an auto rickshaw driver with her white Toyota saloon car, leaving him in critical condition, but failed to stop.
We learned the woman had earlier crashed into the auto rickshaw, injuring the driver, and was running away, a witness stated.
However, as she attempted to flee, she collided with a Kia Pregio commercial vehicle, registration number As 4246-22, resulting in her own critical injuries.
Upon getting to Aputuogya, she crashed into the commercial transport, leaving her in critical condition, another witness noted.",,Crime, 11 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Hit-and-run-driver-injured-in-collision-while-fleeing-scene-2008970
Bono police arrest landlord for stabbing tenant to death,"Yaw Owusu, a 43-year-old landlord, has been arrested by the police for allegedly stabbing a tenant to death at Awerempe in the Berekum West District of the Bono Region.
Bright Abotsi, 25 years, was rushed to the Berekum Holy Family Catholic Hospital, where the health workers on duty pronounced him dead on arrival.
According to a statement issued and signed by Chief Inspector Thomas Akeelah, the Public Relations Officer of the Bono Regional Police Command, the incident happened Friday November 7, 2025, saying the body had been deposited at the hospital mortuary for preservation and autopsy.
It explained that the suspect accused the deceased of stealing his two mobile phones and that led to a misunderstanding between them, saying the suspect allegedly stabbed the deceased with a knife on his chest area.
The statement said that one Comfort Nyanta, 40, a sibling of the deceased, reported the incident to the police who proceeded to the scene and retrieved the body, which was soaked in blood and had a deep cut on the right side of the upper chest.
It said the suspect was presently in custody as the police investigate the incident, preparing to prosecute the suspect.",,Crime, 11 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Bono-police-arrest-landlord-for-stabbing-tenant-to-death-2008915
Bono Police investigate tragic murder of 27-year-old pregnant woman,"The Bono Regional Police command has launched investigations into the tragic murder of a pregnant woman at Yaw Wusukrom, a farming community in the Dormaa West District of the Bono Region.
The body of the late Haggar Nyorkpatey, 27 years, and a seven-month-old pregnant woman was discovered at her farm at Yaw Wusukrom, near Nkrankwanta, the district capital.
According to a statement issued and signed by Chief Inspector Thomas Akeelah, the Public Relationship Officer (PRO) of the Bono Regional Police command, the police discovered that the throat of the deceased was slashed with a sharp object, with blood clots in her mouth and ear canal.
No arrest has been made so far, however a copy of the statement made available to the Ghana News Agency on Monday said the police were investigating the incident.
It explained that one Charles Asante, 57 years, reported to the police that on November 6, 2025, the deceased, his younger brothers wife left home to her farm near Yaw Wusukrom, and did not return.
A search party was organised and discovered the body lying at the farm and the police went to the scene to pick it up.
The statement said preliminary investigations showed that there was foul play, saying the police was working hard to identify and apprehend the suspects.
It added that the body had since been deposited at Dormaa-Ahenkro Traditional mortuary for preservation and autopsy.",,Crime, 11 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Bono-Police-investigate-tragic-murder-of-27-year-old-pregnant-woman-2008914
Coup Plot: Convicted Allan Debrah granted GH2.5m bail pending appeal of death sentence,"A three-member panel of the High Court in Accra has granted bail in the sum of GH2.5 million to Bright Allan Debrah Ofosu, alias Bright Alan Yeboah, one of the six persons convicted and sentenced to death for attempting to overthrow the government.
He was sentenced to death together with five others, including a military officer, after the High Court found them guilty of high treason in January last year.
The bail was granted on Monday, November 10, 2025, after submissions from both the prosecution and the lawyers of the convict-applicant.
In addition to the bail sum, after demonstrating exceptional circumstances, he is to produce two sureties, one of whom should be justified with landed property.
The panel, chaired by Justice John Eugene Nyante Nyadu, with Justices Ruby Aryeetey and Kizita Naa Koowa Quarshie, ordered that the convict-applicant surrender his passport to the registrar of the court pending the final determination of the appeal.
The court has also ordered that he be placed on a stop list by the police and can only travel out of the jurisdiction with the express permission of the court.
The convict applicant, the court said, has six months to prepare the records of appeal and transmit same to the Supreme Court not later than April 9, 2026.
The court warned that any breach of these conditions could result in the revocation of the bail, while the Republic may apply for the revocation of the bail if the condition above is not complied with by the third convict appellant applicant.
The decision of the court was made after lawyers of the applicant, led by Komivi Dzotsi, and prosecution, led by Hilda Craig, a Principal State Attorney, advanced their respective arguments.
According to EIB Networks Legal Affairs Correspondent, Murtala Inusah, the convict applicant, Allan Debrah, who was present when his bail application was granted, was beaming with a smile when his request was granted
Background
On January 24, 2024, a three-member panel of the High Court, presided over by Justice Afia Serwah Asare-Botwe, convicted and sentenced the six persons to death after being found guilty of high treason.
The six, including military officers, who were part of those facing trial, were found guilty of their respective roles and sentenced to death by hanging.
They are Donya Kafui, alias Ezor (2nd accused), who is said to have been contracted to manufacture weapons, and Bright Allan Debrah Ofosu, alias Bright Alan Yeboah (3rd accused), who were both found guilty of conspiracy to commit high treason and high treason.
Yohannes Zikpi (4th accused), Warrant Officer Class Two Esther Saan Dekuwine (the only female among the accused), and Lance Corporal Ali Solomon (8th accused) were found guilty of conspiracy but not guilty of high treason.
All six have been sentenced to death by the panel of three, presided over by Justice Afia Serwah Asare-Botwe, for offending the Constitution.
Assistant Commissioner of Police (ACP) Dr Benjamin Kwasi Agordzo and two others were acquitted and discharged after they were found not guilty of the charge of abetment after a full trial.",,Crime, 10 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Coup-Plot-Convicted-Allan-Debrah-granted-GH-2-5m-bail-pending-appeal-of-death-sentence-2008841
CID nabs two robbery suspects in high-speed chase,"The Criminal Investigations Department (CID) of the Ghana Police Service has arrested two male suspects believed to be robbers involved in a series of violent carjacking incidents.
The suspects were apprehended following intelligence gathered by the CID Headquarters.
Manso Nkwanta: Two arrested over mysterious death of young man at Abrense
According to a report by citinewsroom.com on November 8, 2025, the suspects, identified as Kwadwo Badu, aged 43, and Issaka Jamal, alias Hero One, aged 30, allegedly attacked a victim and forcibly seized an unregistered Hyundai Tucson at Mpatasie, near St Anthony Hospital in the Ashanti Region.
The report indicated that after committing the crime, the suspects headed toward Accra in the vehicle they had allegedly stolen.
Following intelligence gathered, the CID mounted an operation the next day, November 8, 2025, during which the team spotted the stolen Hyundai Tucson with four occupants along the Ofankor BarrierSt Johns stretch of the AccraNsawam Highway.
The suspects aboard the vehicle attempted to speed off when police intercepted them but their failed escape attempt forced them to abandon the car and flee.
However, two were immediately apprehended while the other two managed to escape, the report added.
Police confirmed that both men sustained injuries during the arrest  one suffered a gunshot wound and the other sustained minor injuries.
They were taken to the Police Hospital, where they are said to be in stable condition and responding to treatment.
EOCO and QNET's joint operation leads to arrest of 320 individuals
The report added that the police retrieved the stolen unregistered Hyundai Tucson, a customised number plate bearing Congo-1-24, cash amounting to GH5,900, as well as several documents and personal items from the vehicle.
The CID stated that efforts are underway to track down the remaining two suspects, who are currently on the run.
MAG/AE
Watch as GhanaWeb wins Best Media Company (Digital) at Africa Best Business Awards",,Crime,  9 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/CID-nabs-two-robbery-suspects-in-high-speed-chase-2008707
Police offer GH1 million bounty for Mark Agingre over multiple murders,"The Ghana Police Service has placed a GH1 million bounty on information leading to the arrest of Mark Agingre, a native of Binduri, who is wanted for a series of brutal murder cases in the Upper East Region.
According to the police, the suspect is believed to be behind a recent attack on 7 November 2025, in which a man, his wife, and three of their children were killed.
Another child who survived the attack is currently receiving treatment at the Bolgatanga Government Hospital.
The police also suspect him in connection with an earlier incident on 27 October 2025, in which an elderly man and his two children were murdered in Binduri.
Investigations suggest he may be responsible for several other targeted killings in the area.
The police are now urging the public to assist in locating the suspect, and anyone with credible information is encouraged to report to the nearest police station or call 191 or 18555.
The Ghana Police Service assures the public that all necessary efforts are being made to track down the suspect and ensure he faces the law.",,Crime,  9 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-offer-GH-1-million-bounty-for-Mark-Agingre-over-multiple-murders-2008682
11-day-old baby reportedly stolen from Agogo Presbyterian hospital,"A heartbreaking incident has been reported at the Agogo Presbyterian Hospital in the Ashanti Region, where an 11-day-old baby girl was allegedly stolen from her mother.
According to the distraught mother, Felicia Obenewaa Antwi, the incident happened when she returned to the hospital for a postnatal injection. After being attended to by the doctor, she said she met a young woman at the facility who struck up a conversation with her.
I met a woman who said she loved seeing newborn babies because hers had died shortly after birth, Felicia recounted tearfully.
I even told her that God would comfort her. Later, I felt like urinating, so I asked her to hold my baby for me for a short while. But when I came back, she was gone. I looked around, and she was nowhere to be found.
Witnesses at the scene reportedly confirmed seeing the unidentified woman calmly leaving the hospital premises with the baby in her arms.
Watch 31-year-old John Kufuor addressing the UN General Assembly in 1970
In a video circulating online, Felicia, visibly devastated, appealed to the general public to help her find her missing child.
The suspect is described as a young woman in her early twenties, and the mother is urging anyone with information about her whereabouts to come forward.
The case has also sparked outrage online, with some citizens calling for tighter security measures at hospitals.
There has, also, not been any official statement seen from the Agogo Presbyterian Hospital regarding the matter.
Watch the video below:
An 11-day-old baby has reportedly been stolen at the Agogo Presbyterian Hospital in the Ashanti Region.
According to the mother, identified as Felicia Obenewaa Antwi, she handed her baby girl to a young woman she met at the hospital so she could use the washroom.
However, when...
pic.twitter.com/WhSi8r7Pie
 EDHUBi (@eddie_wrt)
November 8, 2025
FKA/AE
The wait is over! The GhanaWeb Excellence Awards 2025 is officially launched. Let's Celebrate impact, innovation and excellence across Ghana. Who deserves to be honoured this year?
Nominate now
https://ghanaweb.com/ghanaexcellenceawards/nominate",,Crime,  8 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/11-day-old-baby-reportedly-stolen-from-Agogo-Presbyterian-hospital-2008615
Security man remanded for discharging firearm in town,"A security man, Freedom Babina, aka Yaro, has been remanded into police custody after he pleaded not guilty to charges of discharging a firearm in town and possession of a firearm and ammunition without authority.
The facts, as narrated to the court by Assistant Superintendent of Police (ASP) Issah Achiburi, stated that police officers stationed at the Tema Regional PID arrested the accused person on November 4, 2025, at his place of abode at Ashaiman.
It followed information that he was seen discharging a firearm indiscriminately in the neighbourhood.
A spot search conducted at the accuseds abode revealed a CPX-2 pistol loaded with eight rounds of 9mm ammunition.
During interrogation, the accused person told the police that sometime in 2024, while he was working with Berick Security Company located at Shai Hills, one Frederick Asare came to the company, employed his services to protect his land situated at Shai Hills, and gave him the said pistol.
The accused has since failed to lead the police to the source of the weapon.
Lawyer for the accused, Noble Nelson Ademadewo, pleaded with the court to grant his client bail, stating that he is not a flight risk and would never interfere with investigations.
He said the accused is a family man, has a fixed place of abode, and is ready to stand trial to prove his innocence.
The trial judge, Susana Eduful, remanded the accused person into police custody, stating that, per the nature of the charges and facts, it is likely he may not stand trial if granted bail.",,Crime,  8 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Security-man-remanded-for-discharging-firearm-in-town-2008584
Man found dead in abandoned mining pit after suspected dispute with sex worker,"The body of a 28-year-old man, identified as Yaw Asamoah, has been found in an
abandoned mining pit at Abrense near Atobease in the Amansie West District of the Ashanti Region.
According to a report by citinewsroom.com, Yaw Asamoah, lost his life after he lost GH1,000 during a visit to a commercial sex worker and efforts to recover the missing money sparked a heated confrontation between them, that is believed to have ended fatally.
Ghanaian man killed in 'freak' accident in Ireland
""The young man was later found dead in an abandoned mining pit in the area, sparking outrage and fear among residents,"" the report noted.
Assembly Member for the Atobease Electoral Area, Samuel Yeboah, said two suspects, including the sex worker, have been arrested to assist police investigations.
Nkawkaw rapper reportedly dies after confrontation with rival
We just called the police to take the caretaker and the sex worker. Investigations are ongoing, he stated.
Meanwhile, the body of the deceased has been deposited at the morgue for autopsy as investigations continue.
JKB/AE
Watch the promo to GhanaWeb's latest documentary, which uncovers the evolution of kayamata,' an exploitative practice fueled by love charms and manipulation, titled, The Dark Side of Kayamata,' below:",,Crime,  7 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Man-found-dead-in-abandoned-mining-pit-after-suspected-dispute-with-sex-worker-2008531
