"id","title","content","link","published_date","scraped_at"
82,"“I am determined. Let’s win this galamsey fight together,” – President Mahama tells CSOs","President John Dramani Mahama has pledged full transparency in the fight against illegal mining activities. He has also encouraged Civil Society Organisations (CSOs), activists, and other groups to continue piling the pressure and advocating for the government to take stronger measures to stop the menace.
“I’m determined. We need your support. We need your criticism, your advocacy, your pressure. Continue to put our feet to the fire, and let’s win this fight together. Our great-grandfathers gave us a beautiful country with trees and beautiful rivers, and we should not hand over poisoned water bodies or desecrated forests to our children and great-grandchildren. I want to personally assure you that as President, I will also continue to put pressure on the Minister and other officials in charge to deliver on our promise”, President Mahama stated at an engagement with CSOs on the fight against illegal mining on Friday.
The President, who sounded optimistic, said the government’s core interest, aside from flushing out the illegal miners, is to apprehend the kingpins who are the heavy financiers and to punish them severely to serve as a deterrent.
“I have nothing to hide. I don’t gain anything from galamsey. I am not personally involved in illegal mining, and I have no interest in it, so you can be assured that we are all on the same side”.
The President’s comment follows a detailed presentation by key stakeholders, including the Minister for Lands and Natural Resources, the National Anti-Illegal Mining Operations Secretariat, the Attorney General, and the Water Resources Commission, on ongoing operations, arrests made, prosecutions and their impact so far.","https://presidency.gov.gh/i-am-determined-lets-win-this-galamsey-fight-together-president-mahama-tells-csos/","03 October 2025","2025-12-05T19:45:07.518443"
83,"Finance Minister to present first budget on March 11","Minister for Finance Dr Cassiel Ato Forson will present his first budget to parliament on Tuesday, March 11, 2025.
The budget will provide a full breakdown of the economy and the government’s policy proposals to reset and facilitate Ghana’s economic transformation agenda in line with Mahama’s vision.
The Minister for Government Communications, Felix Kwakye Ofosu, disclosed this at a media briefing after the government’s first Cabinet meeting.
According to him, the policies to be announced in the budget will be informed by recommendations after the National Economic Dialogue, which will take place a week earlier, on March 3rd and 4th, 2025.
“The Presidential Advisor on the 24-hour Economy, Mr Gossie Tandoh, proceeded with preparations for the full rollout of President Mahama’s primary policy to transform Ghana.
The Finance Minister, Dr Cassiel Ato Forson, also informed the Cabinet that the economic situation is dire. The figures are even worse than we had known before the elections.
The first Cabinet meeting, which he said was largely to set benchmarks for the Ministers, included briefings on security, the rollout plan for the 24-hour economy policy, the agriculture transformation agenda, and the state of the economy.","https://presidency.gov.gh/finance-minister-to-present-first-budget-on-march-11/","20 February 2025","2025-12-05T19:45:07.591551"
84,"Gov’t unveils seven-member committee to organise National Economic Dialogue","President John Dramani Mahama has announced a seven-member National Economic Dialogue (NED) Planning Committee. Hosting the economic dialogue is part of the president’s 120-day Social Contract promised during the campaign. The committee, chaired by economist Dr. Ishmael Yamson, includes Dr. K.Y. Amoako, Professor John Gatsi, Mohammed Samara, Nelly Mireku, Anthony Sarpong, and Ernest De-Graft Egyir. The individuals were chosen for their expertise and experience in various sectors crucial to Ghana’s economic landscape.
“The National Economic Dialogue will serve as a vital platform for stakeholders to come together, discuss policy trade-offs, and build consensus on necessary reforms for transforming Ghana into a high-growth, inclusive, and resilient economy,” said Felix Kwakye Ofosu, Acting Spokesperson to the President. The NED is intended to have clear objectives, including communicating the true state of Ghana’s economy to stakeholders and the general populace. Additionally, the dialogue will develop a homegrown fiscal consolidation programme to guide the national budget and highlight key structural reforms essential for resetting the economy.
The Planning Committee has been given four weeks to produce a comprehensive report outlining their work. The National Economic Dialogue is expected to provide crucial insights and foster cooperation among policymakers, business leaders, and civil society. The committee’s output will significantly shape the discourse about Ghana’s economic future.","https://presidency.gov.gh/govt-unveils-seven-member-committee-to-organise-national-economic-dialogue/","26 January 2025","2025-12-05T19:45:07.652983"
85,"STATEMENT: President Mahama leads delegation to UNGA 80 in New York.","President John Dramani Mahama has departed Accra for New York, USA, leading a high-level delegation to the 80th Session of the United Nations General Assembly (UNGA 80), which commences on Tuesday, 23 September.
President Mahama is slated to address the General Assembly on Thursday, 25 September 2025.
In his capacity as the African Union’s champion for financial institutions, he will host two significant side events.
His itinerary also includes crucial bilateral meetings with the UN Secretary-General, various heads of state, and global leaders, such as the President of the Rockefeller Foundation.
President Mahama will also engage with the US-Africa Chamber of Commerce and make a historic visit to NASDAQ, where he is expected to ring the closing bell.
Accompanying the President, First Lady Mrs Lordina Dramani Mahama is set to attend and address side events organised by the Organisation of African First Ladies for Development (OAFLAD) and will deliver the keynote address at a special World Vision International prayer service dedicated to the world’s children.
The President’s delegation includes Chief of Staff, Julius Debrah, Executive Secretary, Dr Callistus Mahama, Special Aide and Presidential Advisor, Joyce Bawah Mogtari, Deputy Chief of Staff (Finance and Administration) and Technical Adviser to the First Lady, Nana Oye Bampoe Addo, Minister for Foreign Affairs, Samuel Okudzeto Ablakwa (MP), Minister for Health, Kwabena Mintah Akandoh (MP), Presidential Spokesperson, Felix Kwakye Ofosu, Minister for Trade, Elizabeth Ofosu-Adjare and Chief Executive of the Ghana Investment Promotions Centre, Simon Madjie.
President Mahama and his delegation are expected to return to Ghana on 30 September 2025.
—
Felix Kwakye Ofosu (MP)
Spokesperson to the President,
Minister, Government Communications.","https://presidency.gov.gh/statement-president-mahama-leads-delegation-to-unga-80-in-new-york/","21 September 2025","2025-12-05T19:45:07.711124"
86,"First Lady launches Ghanasco’s 65th anniversary, praises school’s legacy.","First Lady Lordina Dramani Mahama officially launched the 65th anniversary of Ghana Senior High School (GHANASCO) on Saturday in Tamale, emphasising the school’s legacy of excellence and its role in shaping future generations.
As a proud alumna, Mrs. Mahama seized the occasion to highlight President John Dramani Mahama’s dedication to education and the transformative power of learning.
The First Lady lauded GHANASCO’s contribution to Ghana, stating, “GHANASCO is more than just a school; it is a community, a heritage, and a training ground for leaders, professionals, artisans, and patriots.” She celebrated the school’s 65-year commitment to nurturing well-rounded young Ghanaians.
Mrs Mahama proudly acknowledged the achievements of several prominent GHANASCO alumni, including Alhaji Alhassan Andani (former Managing Director of Stanbic Bank Ghana), Dr Mohammed Ibrahim Awal (former Minister for Business Development), John Jinapor (Minister for Energy and Green Transition), Alhassan Suhuyini (Deputy Minister for Roads and Highways), legendary footballers Abedi Pele and Kwame Ayew, and Professor Bashiru Imoro Saeed (Vice Chancellor of Tamale Technical University).
Highlighting the connection between the school and national leadership, the First Lady attributed President John Mahama’s effective leadership, in part, to his GHANASCO education.
“He often speaks fondly of his time here, where the lessons, discipline, friendships, and experiences laid the foundation for his leadership,” she said, adding: “His experiences at Ghanasco deeply influenced his commitment to transforming education as a life-changing experience for every child.”
The First Lady also reiterated the government’s commitment to education, emphasising initiatives aimed at improving infrastructure, enhancing teacher training, prioritising Technical and Vocational Education and Training (TVET), and implementing further initiatives to enhance teaching and learning.
Echoing the First Lady’s sentiments, Professor Saeed emphasised GHANASCO’s founding mission to cultivate future leaders, a goal exemplified by the achievements of both President and Mrs Mahama.
The Headmaster, Mr. Douglas Haruna Yakubu, reflected on the school’s evolution and urged students to emulate the successes of their alumni while avoiding negative behaviours such as vandalism and drug abuse. He also appealed to the government for assistance in providing essential facilities, including a library, assembly hall, dormitory, and improved sanitation.
The Minister of Education, Haruna Iddrisu, assured the school of the government’s support. Reciting a line from the school anthem, he commended the GHANASCO community and announced that tenders for the construction of an assembly hall and dormitory would be issued soon. The Minister also pledged to address the shortage of classroom furniture.
Hon. Iddrisu addressed the matter of student discipline, pledging to empower school authorities to conduct searches and impose stringent penalties for misconduct. He also announced plans to review the basic school curriculum to reinforce the use of native languages as the foundation for learning.
The 65th anniversary will be commemorated in October this year.
The event was well attended by dignitaries, including Ali Adolf John (Northern Regional Minister), John Jinapor, Alhasan Suhuyini, Abu Takoro (Mayor of Tamale), and Alhassan Alidu Jnr (Regional Educational Director).","https://presidency.gov.gh/first-lady-launches-ghanascos-65th-anniversary-praises-schools-legacy/","25 May 2025","2025-12-05T19:45:07.771483"
87,"Mahama reaffirms commitment: cocoa farmers to receive 70% of world market price.","President John Dramani Mahama has announced that, beginning with the next cocoa season, Ghanaian cocoa farmers will receive no less than 70 per cent of the prevailing world market price for their produce.
Addressing a grand durbar of chiefs and residents in Juaboso on Tuesday, the President declared: “Let me be clear: we will honour our promise to pay our hardworking farmers 70 per cent of the world market price of cocoa. The sweat of our cocoa farmers deserves dignity and a fair reward.”
Key highlights
1. 70 % price guarantee: The new pricing formula will be reflected in the producer price set by the Producer Price Review Committee ahead of the upcoming 2025/26 crop year.
2. President Mahama announced that construction works will commence this quarter on the Juaboso–Asawinso trunk road, along with 120 km of feeder roads that link farming communities to key buying centres.
3. Government will distribute five million hybrid seedlings and scale up fertiliser subsidies to increase yields and maintain Ghana’s position as the world’s leading cocoa producer.
An additional 10,000 young people are being enrolled in the Cocoa Rehabilitation & Youth Entrepreneurship Programme to rejuvenate aged farms and create decent jobs in the sector.
President Mahama described cocoa as “the lifeblood of our rural economy” and emphasised that sustaining farmers’ livelihoods is central to Ghana’s growth agenda.
The chiefs commended the President for honouring his pledges and called for continued collaboration to improve health, education, and market access in cocoa-growing areas.","https://presidency.gov.gh/mahama-reaffirms-commitment-cocoa-farmers-to-receive-70-of-world-market-price/","17 July 2025","2025-12-05T19:45:07.830862"
88,"Vice President makes appointments to her Office","President John Dramani Mahama has approved the appointment of the following individuals to the Office of the Vice President.
They are expected to bring their wealth of experience and expertise to their respective roles and contribute significantly to the Resetting Ghana agenda, which aims to build the Ghana we want.
Alex Percival Segbefia – Chief of Staff to Vice President
Mrs Alberta Graham – Head of Administration
Professor Theresah Ennin-  Presidential Staffer & Special Aide to the Vice President
Ms. Daniella Mavis Mathias – Secretary to the Vice President
Dr Samuel Ofosu Ampofo – Policy Adviser, Political
Prof. Sharif Mahmud Khalid – Policy Adviser, Economic
Dr. Hamza Zakaria – Policy Adviser, Economic
Ms. Mansa Amoa Awuah – Policy Adviser, Finance
Dr. Miriam Rahinatu Iddrisu – Policy Adviser, Social Sector
Maame Ama Pratt – Press Secretary","https://presidency.gov.gh/vice-president-makes-appointments-to-her-office/","28 January 2025","2025-12-05T19:45:07.887724"
89,"President Mahama to host first media encounter of his second term.","President John Dramani Mahama is scheduled to hold his first presidential media engagement in his second term on Wednesday, 10 September 2025.
The encounter, according to the Minister for Government Communications, Felix Kwakye Ofosu, will provide journalists with a direct opportunity to question the President on his policy interventions, his “Resetting Ghana Agenda,” and a range of urgent national issues.
A statement issued by the Minister said the platform is designed to enable President Mahama to engage the Ghanaian people through the media on critical national issues, his strategic policies, and ongoing development projects.","https://presidency.gov.gh/president-mahama-to-host-first-media-encounter-of-his-second-term/","08 September 2025","2025-12-05T19:45:07.962353"
90,"Otumfuo invites President Mahama to Asantehemaa’s royal funeral.","Asantehene Otumfuo Osei Tutu II sent a delegation this morning to formally invite President John Dramani Mahama to attend the final funeral rites of the late Asantehemaa, Nana Konadu Yiadom III.
The royal funeral is scheduled to take place from September 15-18, 2025, at the Manhyia Palace in Kumasi.
The delegation led by Amoamanhene Nana Agyenim Boateng I delivered the invitation during a courtesy call on President Mahama at the Presidency in Accra.
President Mahama extended his heartfelt condolences to the Asantehene and Asanteman on the passing of the Asantehemaa, acknowledging the immense loss. The President assured the delegation of his firm intention to attend the funeral and pay his final respects to the late Asantehemaa.
Nana Konadu Yiadom III passed away on August 7, 2025, at the age of 98.","https://presidency.gov.gh/otumfuo-invites-president-mahama-to-asantehemaas-royal-funeral/","08 September 2025","2025-12-05T19:45:08.026637"
91,"President Mahama unveils major road infrastructure boost for Western North Region under ‘Big Push’.","President John Dramani Mahama has reaffirmed his government’s commitment to developing vital infrastructure, announcing the launch of extensive road construction and rehabilitation projects across the Western North Region.
This will be carried out under his flagship ‘Big Push Infrastructure Programme’, a $10 billion initiative aimed at significantly improving national connectivity and economic development.
Addressing a durbar of enthusiastic chiefs and people in Juaboso, as part of his ongoing nationwide ‘Thank You Tour’, President Mahama directly responded to a heartfelt appeal from the Western North Regional House of Chiefs.
The Chiefs had passionately articulated the pressing need for improved road networks, emphasising that their overwhelming support for him and the NDC in the 2024 elections was a clear demonstration of their profound trust in his leadership.
“I have heard your concerns about the roads connecting our farming communities and our markets,” President Mahama stated, acknowledging the region’s vital role in the national economy. “These roads are crucial arteries for moving cocoa, timber, food products, and people across our country. They are not a luxury; they are a fundamental necessity.”
The President assured the gathering that many of these crucial arteries, including vital cocoa roads that had previously experienced delays, will now undergo accelerated completion and new development as part of the ambitious ‘Big Push’ Programme.
“I assure you that these critical projects have been fully captured under our transformative $10 billion Big Push Infrastructure Programme,” he reiterated.
Detailing the scope of this unprecedented commitment, President Mahama explained, “The ‘Big Push’ is a strategic commitment to inject at least $2 billion annually into infrastructure development, with its rollout commencing robustly in the 2025 national budget.”
He further added, “We are dedicating substantial resources and deploying expert technical teams to ensure these roads are completed on schedule, transforming the landscape for our farmers, traders, and communities across the Western North Region.”
—","https://presidency.gov.gh/president-mahama-unveils-major-road-infrastructure-boost-for-western-north-region-under-big-push/","17 July 2025","2025-12-05T19:45:08.091246"
92,"The Presidency communications newsletter, February 17, 2025","Click below to read the Presidency communications newsletter from February 17, 2025.
ThePresidency_Feb 17, 2025
#MahamaThePresident
#LetsBuildGhanaTogether","https://presidency.gov.gh/the-presidency-communications-newsletter-february-17-2025/","17 February 2025","2025-12-05T19:45:08.146809"
93,"Lordina Mahama Hosts African First Ladies for Major ICASA Health Summit","Her Excellency Dr Fatima Maada Bio, First Lady of Sierra Leone & President of the Organisation of African First Ladies for Development, and Her Excellency Fatoumatta Bah Barrow, First Lady of The Gambia, have arrived in Accra for an African First Ladies high-level side event as part of the 23rd International Conference on AIDS and STIs in Africa (ICASA).
Thursday’s meeting, being hosted by Ghana’s First Lady, H.E. Lordina Dramani Mahama, is on Ending Mother-to-Child Transmission and the Triple Elimination of HIV, Syphilis, and Hepatitis B in Africa. The engagement will focus on the role of women in leadership in complementing efforts to fight stigmatisation, abuse, and neglect of victims, especially women and children, as well as concrete steps to protect their rights in society.
Mrs Mahama and her Lordina Foundation have earned international recognition for their advocacy to promote health and humanitarian assistance for the vulnerable over the past decade.
In 2013, she was appointed a Health Ambassador to support the Heart-to-Heart campaign and to champion the course of HIV/AIDS patients in Ghana. In February 2016, Mrs Mahama, then as President of the Organisation of African First Ladies against HIV/AIDS (OAFLA), delivered an emotional message on the need for a proactive response to HIV and the sexual and reproductive rights of young people at the 7th Africa Conference on Sexual Health and Rights, held in Accra.
Also expected in Accra for the high-level meeting are the First Ladies of Kenya, Liberia, and a former First Lady of South Africa.","https://presidency.gov.gh/1723-2/","03 December 2025","2025-12-05T19:45:08.205122"
94,"President Mahama engages Nigeria’s President Tinubu","President John Mahama returned home this evening following a one-day working visit to Abuja, Nigeria, where he held discussions with Nigerian President Bola Ahmed Tinubu.
President Mahama expressed sincere gratitude to President Tinubu for attending his inauguration as the Special Guest of Honour. According to Mr. Mahama, this gesture highlighted the strong bond between the two countries and emphasised the importance Nigeria places on its relationship with Ghana.
The two leaders also discussed strengthening the Economic Community of West African States (ECOWAS) to enhance economic integration and cooperation. They emphasised the necessity for increased collaboration within the subregion to effectively combat the escalating threat of terrorism and violent extremism afflicting the region.
A key component of the discussions was President Mahama briefing President Tinubu, who currently serves as the Chair of the ECOWAS Authority of Heads of State, on his recent engagements with the leaders of Mali, Niger, and Burkina Faso.","https://presidency.gov.gh/president-mahama-engages-nigerias-president-tinubu/","27 March 2025","2025-12-05T19:45:08.269649"
95,"President Mahama receives UN Secretary-General at TICAD-9 in Yokohama.","President John Dramani Mahama on Thursday held bilateral talks with United Nations Secretary-General António Guterres on the sidelines of TICAD-9, with discussions centring on multilateral cooperation, Ghana’s economic rebound, and escalating security challenges in West Africa.
Guterres commended Ghana’s active role in the UN system and its steady commitment to the Sustainable Development Goals, while highlighting the country’s leadership within ECOWAS and the African Union in responding to Sahel-related crises.
He encouraged Mr Mahama to continue championing collective, regional solutions.
President Mahama reaffirmed Ghana’s unwavering support for multilateralism and called for further democratisation of the UN to enhance representativeness and effectiveness.
He noted that Ghana’s economy is recovering from a recent crisis, with debt restructuring advancing to secure long-term stability. The President also thanked the UN Development Programme for its sustained partnership, citing a recent UNDP-supported orientation for newly appointed ministers on the government’s “Resetting Ghana Agenda.”","https://presidency.gov.gh/president-mahama-receives-un-secretary-general-at-ticad-9-in-yokohama/","22 August 2025","2025-12-05T19:45:08.334849"
96,"President orders investigations into alleged suspicious flights to Accra","President John Mahama has ordered investigations into allegations of drug trafficking and money laundering linked to two suspicious flights that reportedly landed at the Kotoka International Airport.
The directive follows a press conference by a Member of Parliament, Rev. John Ntim Fordjour, who raised concerns about the flights’ purpose and cargo.
In a Facebook post, President Mahama said he has directed the investigative agencies to collaborate with the MP and get him to provide them with relevant information to investigate the allegations swiftly.
“Government takes all allegations seriously,” President Mahama noted, adding, “to ensure a thorough and transparent investigation, I have directed all relevant investigative agencies… to immediately and fully collaborate with the honourable member of parliament so he provides all necessary information to investigate the allegations and take all action necessary to expose any drug dealing.”
The President reiterated his administration’s stance on drug trafficking, stating further that there will be a “zero tolerance” policy for using Ghana as a transit or final destination for illegal drugs.
The directive comes on the heels of a recent high-profile drug bust by the NIB, which seized drugs with an estimated street value of $350 million. This, the President noted, reflects the commitment to combat drug trafficking.","https://presidency.gov.gh/president-orders-investigations-into-alleged-suspicious-flights-to-accra/","01 April 2025","2025-12-05T19:45:08.398624"
97,"STATEMENT: National Economic Dialogue to take place March 3rd and 4th.","The Government of Ghana, under the leadership of President John Dramani Mahama, is pleased to announce the National Economic Dialogue, scheduled for March 3rd and 4th, 2025, at the Accra International Conference Centre.
This important gathering will offer a platform for Ghanaians to respond to the pressing economic challenges and forge actionable solutions to foster sustainable economic growth. President Mahama will lead the dialogue with a Keynote Address centred on “Resetting Ghana: Building the Economy We Want Together.”
This initiative represents a crucial step in fulfilling President Mahama’s campaign promise to involve citizens in discussions that shape their economic future. The dialogue will promote consensus and collaboration among participants regarding priority policies and structural reforms.
The outcomes of the forum are expected to begin the journey towards economic revitalisation, ultimately enhancing business opportunities and improving living conditions across the country. It will bring together key stakeholders from the private sector, academia, public policy institutions, and civil society organisations.
Participants will engage in detailed discussions through thematic sessions focusing on critical areas such as:
– Achieving Sustainable Macroeconomic Stability
– Promoting Economic Transformation
– Advancing Infrastructure Development
– Implementing Structural Reforms
– Ensuring Private Sector-Led Growth
– Restoring Good Governance and Combating Corruption
By establishing clear commitments and milestones, the forum aims to reset the economy, ensuring long-term resilience and transformative growth for the benefit of all Ghanaians.
The government remains resolute in its dedication to constructive engagement and collaboration as we strive to build the Ghana we want. The National Economic Dialogue 2025 seeks to build consensus and foster collaboration among the Government and key stakeholders on priority policies and structural reforms.
Participants will work towards establishing clear commitments and milestones that will help reset the economy for long-term resilience and transformation.
For further information, email: NED2025@mofep.gov.gh
SIGNED.
Felix Kwakye Ofosu (MP)
Spokesperson to the President,
Minister, Government Communications.","https://presidency.gov.gh/statement-national-economic-dialogue-to-take-place-march-3rd-and-4th/","18 February 2025","2025-12-05T19:45:08.459755"
98,"Mahama courts Singapore investors, touts 24-hour economy as gateway to $3.4 trillion AfCFTA market","President John Dramani Mahama on Tuesday used the opening of the 8th Africa–Singapore Business Forum to pitch Ghana as a “reliable gateway” to the African Continental Free Trade Area (AfCFTA), calling Africa “investable” and urging deeper South–South partnerships amid a more fragmented global economy.
“We are here to learn, to partner, and to deliver,” President Mahama said at his first engagement on a three-day state visit to Singapore. “Africa is investable, and Ghana is your reliable gateway to the continent.”
Framing Africa and Asia as the world’s “two youngest, fastest‑urbanising regions,” Mahama said the pair are complementary in resources, markets and know‑how, and should be “champions of open markets, trusted rules and practical partnerships that deliver jobs, technology transfer and shared prosperity.”
President Mahama also warned that “the death knell of multilateralism is sounding” as tariffs proliferate and supply chains remain fragile, arguing that tighter global financial conditions demand new alliances.
He, however, insisted the fundamentals in Africa are compelling: a 1.4 billion‑strong population that is young and digitally connected; a $3.4 trillion single market under the AfCFTA; and leadership in mobile money and fintech adoption.
Trade ties are already deepening. Mahama noted Africa–Singapore trade climbed about 50% between 2020 and 2024 to nearly $14 billion, with West Africa accounting for more than half. Ghana–Singapore trade reached more than $215 million in 2024, while 69 Singaporean companies are registered in Ghana with cumulative investments exceeding $2 billion.
Positioning Ghana as a continental launchpad, Mahama pointed to Accra’s role as host of the AfCFTA Secretariat and to the country’s access to more than 400 million consumers through ECOWAS. “Ghana is, therefore, a trusted entry point to scale across the continent,” he said.
He also outlined a slate of domestic reforms and flagship projects intended to sharpen Ghana’s competitiveness and absorb more capital.
“Ghana is OPEN FOR BUSINESS 24 hours a day,” Mahama said, describing his national strategy to align infrastructure, incentives and skills so factories, farms, ports and service centres can run round‑the‑clock shifts safely and competitively.
He also touted his four integrated pillars — Grow24 (irrigating more than 2 million hectares for year-round farming), Make24 (agro-industrial parks for textiles, pharmaceuticals, and food processing), Show24 (tourism along Lake Volta), and Connect24 (turning Lake Volta into an inland transport spine to cut logistics costs).
Mahama said inflation is easing, the cedi has stabilised, and ratings outlooks are improving. The Ghana Investment Promotion Centre now offers sector‑specific, region‑by‑region opportunity maps to guide decisions with “credible data.”
He cast Singapore as a catalytic partner for Africa across finance, logistics and technology. “Your excellence in project preparation, blended finance, risk management, standards and dispute resolution is precisely what African projects need to move from pipeline to bankable to build,” he told the audience, which included Singapore’s Ministers, trade officials and corporate leaders.
The president also used the platform to press for reforms to the global financial architecture and to highlight Africa’s homegrown integration efforts. As the African Union Champion on Financial Institutions, he cited an annual African financing gap of roughly $1.3 trillion, with infrastructure needs of $181–$221 billion per year through 2030 and a climate‑finance shortfall of about $213 billion annually.
Mahama summed up Ghana’s offer to investors as “a stable, reform‑minded country, connected to the AfCFTA, designed for scale,” with “a pipeline of investable projects in agribusiness, logistics, manufacturing, energy, digital and tourism” and “a partner that values integrity, predictability and long‑term relationships.”","https://presidency.gov.gh/mahama-courts-singapore-investors-touts-24-hour-economy-as-gateway-to-3-4-trillion-afcfta-market/","26 August 2025","2025-12-05T19:45:08.521865"
99,"STATEMENT: President directs flags to fly at half mast & 3 days of national mourning","Following the passing of H.E. Nana Konadu Agyeman-Rawlings, former First Lady of the Republic of Ghana, President John Dramani Mahama has, on behalf of the government, declared three days of national mourning from today, Friday 24 October to Sunday 26 October 2025.
During this period, all national flags shall fly at half-mast at all public buildings, diplomatic missions, and government installations throughout the country and abroad.
This is in honour of her memory and in recognition of her distinguished service to our nation. Mrs Agyeman-Rawlings served Ghana with dedication and commitment, particularly in women’s empowerment, child welfare, and social development.
The Government extends its deepest condolences to the family, her children, and all who mourn this irreplaceable loss.
May her soul rest in perfect peace.
—
Felix Kwakye Ofosu (MP)
Spokesperson to the President,
Minister, Government Communications.","https://presidency.gov.gh/statement-president-directs-flags-to-fly-at-half-mast-3-days-of-national-mourning/","24 October 2025","2025-12-05T19:45:08.584034"
100,"Mahama Advocates Strategic Infrastructure Investment to Unlock AfCFTA’s Full Potential","President John Dramani Mahama is advocating massive investment in strategic infrastructure across the African continent, particularly transport networks and digital connectivity, to fully unlock the potential of the African Continental Free Trade Area (AfCFTA) Agreement.
He made these remarks during a courtesy call by Mr. Wamkele Mene, Secretary General of the AfCFTA Secretariat.
Highlighting current challenges, President Mahama said inadequate road and rail networks across sub-regions have significantly hampered the effectiveness of existing regional trade agreements.
He stressed that the vision of the African Union’s New Partnership for Africa’s Development (AU-NEPAD) calls for proactive measures to seamlessly integrate and open up economies.
Citing the high volume of trade along the Abidjan-Lagos corridor, the longest route along the West African coastal belt, President Mahama articulated his vision for enhanced regional integration.
“If we invest in crucial corridors like the Abidjan-Lagos route and extend it all the way to Dakar, we will create a seamless channel for the exchange of goods, significantly boosting intra-African trade,” he stated.
The President also highlighted the increasing trade volumes between Ghana and its Sahelian neighbours, such as Burkina Faso and Mali, noting the immense potential for transit trade facilitated by improved connectivity.
President Mahama told Mr. Mene, “We are proud to be the hosts of the AfCFTA Secretariat, and our government remains fully committed to facilitating your crucial work and ensuring its success.”
On his part, Mr. Wamkele Mene began by congratulating President Mahama on his recent re-election victory and commended Ghanaians for the peaceful transition of power.
Providing an update on the AfCFTA’s progress since its establishment on May 30, 2019, Mr. Mene reported that forty-nine (49) out of fifty-five (55) African Union member states have now ratified the agreement, demonstrating strong continental commitment.
He added that twenty-four (24) countries are actively trading under the AfCFTA framework, with Ghana notably serving as one of the pilot countries since trading commenced two years ago.
Mr. Mene also noted that countries, including Benin, Libya, Sudan, South Sudan, Somalia, and Eritrea, are yet to ratify the agreement.","https://presidency.gov.gh/mahama-advocates-strategic-infrastructure-investment-to-unlock-afcftas-full-potential/","19 July 2025","2025-12-05T19:45:08.648413"
101,"Gov’t implementing new measures to combat illegal mining, including excavator import permits.","President John Dramani Mahama has announced a comprehensive government initiative to curb illegal mining (galamsey) activities and promote sustainable mining practices.
Key components of the initiative include a new permit regime for excavator imports and improved tracking of heavy-duty mining equipment nationwide.
President Mahama announced this in his address to open the Mining in Motion Summit 2025 in Accra. The summit was on the theme “Sustainable Mining and Local Growth – Leveraging Resources for Global Impact”.
“The indiscriminate environmental degradation, water pollution, and displacement of communities resulting from illegal mining will no longer be tolerated,” President Mahama stated.
“We are changing the permitting regime to ensure that no excavator is imported or shipped into the country without prior authorisation.”
The government’s strategy involves a multifaceted approach to enhancing the environmental, social, and governance (ESG) frameworks of the mining sector.
This includes requiring permits for importing excavators and implementing a nationwide tracking system to monitor the movement of heavy-duty mining equipment; prohibiting the use of toxic chemicals such as mercury in gold processing; and enforcing mandatory site rehabilitation clauses in small-scale and medium-scale mining licences to ensure land reclamation.
The others are reinforcing the implementation of community development agreements to benefit local communities impacted by mining operations and promoting the use of renewable energy sources in mining activities.
President Mahama emphasised the government’s commitment to ensuring that all mining activities in Ghana leave a positive environmental footprint.
“Under the new framework, every ounce of gold or gram of lithium mined in Ghana will leave a positive green footprint,” he declared.
President Mahama highlighted Ghana’s potential to play a central role in the clean energy transition.
“The world is transitioning. The use of fossil fuels is waning, and clean energy is rising. With this comes a surge in demand for critical minerals like lithium, graphite, nickel and other rare earth minerals. Ghana is ready to play a central role.”
The President revealed that the government is developing a legal and investment policy framework to promote the responsible exploration and development of critical mineral reserves. This framework aims to attract ethical, long-term investors, promote local content, and facilitate technology transfer.","https://presidency.gov.gh/govt-implementing-new-measures-to-combat-illegal-mining-including-excavator-import-permits/","03 June 2025","2025-12-05T19:45:08.708750"
102,"President pledges full implementation of election-violence probe report.","President John Dramani Mahama has pledged to fully implement the findings of the investigative report into the 2020 and 2024 election-related violence, including providing adequate compensation to all victims.
He made the commitment during a courtesy call by executives of the Ghana Journalists Association (GJA), led by its president, Albert Kwabena Dwumfuor. The GJA delegation presented a number of concerns to the President for redress.
“Last week, I received the investigative report on the two incidents. It details and catalogues everyone who was affected by the violence and the circumstances that led to it,” President Mahama said.
“We have handed it over to the Attorney-General. The Attorney-General will review it and, where necessary, hold people culpable and bring them to book,” he added.
He noted that government has tasked the Attorney-General to determine adequate compensation for victims, including the families of those who died and those living with injuries.
“What is the adequate compensation that we can give to people like that?” he said.
President Mahama also noted that electoral violence has affected not only innocent bystanders and political activists but also journalists carrying out their legitimate work.","https://presidency.gov.gh/president-pledges-full-implementation-of-election-violence-probe-report/","05 September 2025","2025-12-05T19:45:08.770264"
103,"The Presidency communications newsletter, April 14, 2025","Click below to read the Presidency communications newsletter from April 14, 2025.
ThePresidency_April 14, 2025
#PromisesDelivered
#MahamaThePresident","https://presidency.gov.gh/the-presidency-communications-newsletter-april-14-2025/","14 April 2025","2025-12-05T19:45:08.832313"
